passage,question,number,unit,yesno,,spans,query_id,review,review_date,comment
"快樂兒童是我們學校每個月出版一次物，丁新、張玉珊和我都是這份月刊的「小記者」。前幾天，指導老師和我們討論下一期的專題內容，大家決定用「神秘的南極洲」當主題，寫一篇訪問記。星期天的早晨，我們帶著錄音機、紙、筆和相機，來到專門研究地球科學的鄭教授的家，在幽靜雅緻的書房裡，她接受了我們的訪問。
神秘的南極洲
訪問對象：鄭教授
時間：○月○日星期天
地點：鄭教授的家
記者：丁新、張玉珊、王小美
紀錄：王小美
丁新：「鄭教授，請問您，南極洲是一個什麼樣的地方呀？」
鄭教授想了想說：「啊！這個問題太大了。這樣說吧，南極洲是一片被冰雪覆蓋的大地，最厚的冰層有四千多公尺，高山、深谷都隱藏在這個大冰帽子下面，地球上百分之九十的冰都集中在這裡。有科學家說，如果南極洲的冰融化了，海平面會上升，世界上很多沿海低地就會消失在大海裡。」
張玉珊：「鄭教授，南極洲有人居住嗎？」
鄭教授笑笑說：「那裡幾乎是沒有人居住的。因為在這個冰天雪地裡，只有少數的藻類和地衣可以生長。在這裡，人類也顯得特別脆弱，惡劣的天氣，急降的溫度，隨時都能奪走可貴的生命。有趣的是，在這裡卻有許多海鳥、企鵝、海豹和鯨魚依靠著海洋的資源生活，自然界真的是很奇妙。」
張玉珊問：「聽說有一些科學家在那兒進行探測，是真的嗎？」
鄭教授說：「有，在南極洲有一些科學家，正在從事各種探測。他們共同研究南極洲的地質，想知道在冰層下是不是藏著豐富的礦物資源。他們也共同研究南極洲上空的『臭氧層』，想知道為什麼它會破一個洞。科學家們因心繫未來地球的生存，在惡劣的生活環境中與大自然搏鬥，真是讓人感動佩服！」
丁新問：「南極洲沒有夏天嗎？」
鄭教授說：「南極洲的夏天是每一年的十一月到第二年的二月，縱然是夏天，氣溫在冰點以上的日子也只有二十多天，這時候，寒湖初融，一個個澄澈的小水潭，就像鑲在白色緞子上各式各樣的藍寶石，真是美極了！」
張玉珊問：「聽說南極洲有半年時光太陽不下山，是真的嗎？」
鄭教授說：「對，這是南極洲、北極海共有的奇景。在南極洲，每年從九月底開始，有將近半年的永晝期。這段期間，地球的另一端——北極海，卻進入見不到陽光的永夜期。地球的兩極，就這樣的晝與夜，光明與黑暗輪流交替。南極洲被大家稱為神祕大地，是有原因的呀！」
我們告別的時候，鄭教授還送了兩本有關南極洲的書給我們看呢！",文中提到哪些人?,,,,,"丁新,張玉珊,王小美,鄭教授",1044-1,,,
,文中提到哪些動物?,,,,,"海鳥,企鵝,海豹,鯨魚",1044-2,,,
,文中提到哪些記者?,,,,,"丁新,張玉珊,王小美",1044-3,,,
"導讀
本文是取材自李白「早發白帝城」詩的遊記，靈活應用對比和襯托的寫法，一面寫從四川白帝城到湖北江陵，兩地相距「千里」；一面則寫水急船輕，當天就可到達。加上不停啼叫的猿聲襯托，雖然沒有直接描寫船走得快，卻已經烘托出船隻的輕快，和李白暢快的心情。
小朋友，讀完這篇遊記，相信能帶著你進入李白詩歌原作的意境，愉快的陪著李白，來一趟長江三峽的文學之旅。
這是一個晴朗的早晨，初升的太陽把雲霧照射得五光十色。李白從四川白帝城上船，準備到湖北江陵去。
船走了不久，就進入了三峽。三峽是瞿塘峽、巫峽、西陵峽，兩岸都是連綿不斷的高山，把長江夾在中間，像一條彎彎曲曲的巷子，約有七百里長。長江在三峽的一段，江面很窄，水流很急，船在江上航行，被急流的江水推送著，快得好像在空中飛一樣。出了三峽，再行幾百里的航程，就可以到達江陵。
李白回頭看看白帝城，已經掩沒在彩雲中間，看不見了。他開始計算航程，當天晚上能不能到達江陵。古代相傳：江陵距離白帝城一千二百里，夏天水漲的日子，順流行船，早晨從白帝城出發，當晚就能到達。
三峽兩岸的高山連綿不斷，到處都有猿猴的啼聲，一聲接著一聲，叫個不停。路過這裡的旅客，聽到凄切的猿啼，常常會不知不覺的流下淚來。但是李白這時候坐在船上，水急船輕，又穩又快，身子好像騰雲駕霧一般。兩岸不斷的猿啼，和著風聲、水聲，好像大自然的樂隊，正在演奏一首進行曲。
不知不覺中，船已經出了三峽。李白覺得眼前一亮，立刻看到天空地闊，江面寬大，果然當天晚上，就到了江陵。下船以後，他還有全身舒暢的感覺。
於是，他寫了一首早發白帝城的詩：
朝辭白帝彩雲間，千里江陵一日還。兩岸猿聲啼不住，輕舟已過萬重山。
想一想下列的問題：
1.這趟搭船的旅程，李白的心情怎樣？你是怎麼看出來的？
2.本文裡提到兩岸的猿聲，在文章裡有什麼特別的意思？
3.李白在「早發白帝城」這首詩裡，怎樣描寫船隻的輕快？",文中提到哪些省?,,,,,"四川,湖北",1045-1,,,
,長江三峽是那三個?,,,,,"瞿塘峽,、巫,、西峽",1045-2,,,
"商朝末年，紂王非常暴虐，周武王決心要出兵討伐這個暴君。
那時候，精通兵法、足智多謀的呂尚，做武王的軍師。他本姓姜，原為周文王的老臣，所以別人都尊稱他姜太公。
為了充分明瞭敵情，姜太公派人在紂王的京城裏探聽一切，隨時報告。有一次，派去的人帶回來消息：「紂王因為他的叔父比干常常規諫他，就把比干殺了，他的臣子們都很憤慨。」
武王聽到這個消息，問姜太公：「紂王這樣殘暴，他的臣子們都已離心，我們可以趁這個機會出兵討伐他嗎？」
「時機還没有成熟。他只是殺他的自己人，一般老百姓未必都知道。」姜太公搖搖頭說。
過了一些時候，又有新消息來了：「紂王的叔父箕子常常規諫紂王，紂王不但不聽，反而把他關起來。」同時還聽說：「紂王在冬天的早晨，看見一個農民赤腳涉水，他覺得非常奇怪，這個人為什麼不怕冷？就下令把他捉來，剖開足脛加以研究。」
這一次，武王認為是一個不可多得的好機會，又問姜太公：「我們可以出兵了嗎？」
姜太公沈吟了一會兒，還是搖搖頭說：「再等一個時期！」
又過了一些時候，有人把最新的消息帶回來：「紂王怕老百姓在背後批評他，下令老百姓不准兩個人在一起講話，現在朝歌城裏，兩個熟識的人在路上碰見了。只是你望望我，我望望你，不敢交談。」
一聽到這個報告，姜太公不等武王問他，立刻去對武王說：「我們可以出兵了！」武王聽了太公的話，就舉行誓師典禮，出兵伐紂。
在這一次誓師典禮中，發表了一篇富有歷史意義的宣言：列舉紂王的暴行，說他怎樣殺害忠良，怎樣荼毒百姓，罪證確鑿；又用對照的方式，說明紂王雖有臣民億萬人，但分離為億萬心，武王只有臣民三千人，卻結合為一條心。結果，武王就憑這三千人一條心的團結力量，打敗了紂王這個殘暴的獨夫。",文中提到哪些人名?,,,,,"紂王,周武王,周文王,姜太公,比干",1046-1,,,
"史懷哲從小就充滿愛心。有一次，他跟同伴比賽角力，較量的結果，他占了上風，可是被他摔倒的同伴，從地上爬起來，一面拍拍身上的灰塵，一面大聲的說：「如果我跟你一樣，每個禮拜喝兩次肉湯的話，我就不會輸給你了。」史懷哲聽了，覺得很難過；開始注意到，並不是每個人都和他一樣衣食無缺，世界上確實有很多貧苦和不幸的人。
史懷哲七、八歲的時候，同伴約他到山中去打鳥。他們一到森林裏，同伴立刻熟練的蹲到樹後，聚精會神的用彈弓挾著小石子，瞄準鳥兒。史懷哲跟著做了。但是，當他蹲下來瞄準的時候，他聽到了遠處教堂傳來的鐘聲。悠揚的鐘聲裏，鳥兒仍舊自由自在的跳著、叫著。史懷哲立刻把彈弓扔了，趕走小鳥，一口氣跑回家去。以後，每當教堂的鐘聲響徹林梢，他仿佛就聽到這樣的聲音：「不要殺害生命。」
還有一次，史懷哲跟幾個同學到溪邊釣魚。他看到他們把活生生的蚯蚓，穿進釣鈎裏做魚餌，他嚇得目瞪口呆。他們一釣到魚，就把釣竿猛力拉起，從鈎上取下魚來，魚嘴都裂開了，不停的滴著血，可是他們都若無其事的樣子；史懷哲看到這種情形，就不再跟他們釣魚了。
從這些故事裏，我們可以知道，史懷哲從小就有悲天憫人的愛心。後來他到非洲叢林裏行醫，就是用行動來實現愛與和平的願望，勸勉人們：要互助合作，不可互相殘殺；要愛護動物，不可任意虐待。關心別人，尊重生命，史懷哲這一切愛的表現，我們都可以在他少年時代的生活裏找到答案。",文中提到哪些動物?,,,,,"鳥,魚,蚯蚓,",1047-1,,,
"阿姆斯壯、艾德林、柯林斯，這三個人的名字，將永遠寫在歷史上，受後人的紀念、景仰。他們是第一批登陸月球的三個太空英雄。
他們坐在太空船裏，被火箭推送升空，在太空中飛行了五天，降落在月球上。第一個踏上月球表面，是阿姆斯壯。他慢慢的伸下腿來，在月球表面留下一個清楚的腳印，透過人造衛星的轉播，我們從電視機的螢光幕上，看見了這個腳印；並且聽見他從月球上傳來的聲音。
他說：「對我個人來說，這是一小步；但是，對人類來說，這是一大步。」
人類登上月球的試驗，到底成功了。這是一件多麼令人興奮的大事！為了試驗登月，五十萬人工作了九年，失敗過十三次；最後克服了所有的困難。阿姆斯壯和艾德林，在月球表面上做了很多事：把科學家要他們帶去的幾種儀器，放在月球上；用電視攝影機，把他們在月球上活動的情形，傳回地面；收集月球上的岩石，帶回地球供科學家分析研究。阿姆斯壯和艾德林在月球上忙碌，柯林斯駕駛著指揮艙，在太空中繞著月球飛行，等著接這兩個人一同飛回地球。
太空人一面在遙遠的天上探險，一面跟地面上的管制中心通話。他們在無線電話裏面說：太空的景色十分壯麗，月球的顏色，隨著太陽光線的角度變化，有時候是灰色，有時候是棕色或黄色。他們在太空中看地球，也像在地球上看月球一樣，看見一個圓形有光的星體。他們在太空中看見很多星體，他們說：還是地球最美。由於月球的引力比地球的引力小，阿姆斯壯和艾德林走路的時候，都輕飄飄的跳者；地面管制中心怕他們在坎坷不平的月球表面上跌倒，一再通知他們要小心。地面人員在緊張忙碌之中，還說了一個笑話，他們對月球上的太空英雄說：「有個美麗的女孩子，帶著一隻兔子，住在月球上，你們可要好好的找一找。」地面人員所說的這個女孩子，就是中國神話裏的嫦娥。
太空人在地面管制中心的指揮之下，按照預定的時間表，完成一切工作。他們坐著登陸小艇，離開月球，與柯林斯駕駛的指揮艙會合、連接，飛回地球。當他們在太平洋的水面上降落的時候，一艘軍艦早已在預定的地點迎接。這一次登月計畫，完全成功，為以後的太空探險，星際交通，打開了大門。",文中提到哪些人名?,,,,,"阿姆斯壯,艾德林,柯林斯",1048-1,,,
"珊珊喜歡收集郵票。她收集的都是國內郵票。
有一天，爸爸正在讀一封信。珊珊看了看信封上貼的郵票，很高興的說：「這是日本郵票！」
正在讀信的爸爸抬頭問她：「你怎麼知道是日本郵票？」
珊珊說：「您看，郵票上面不是有『日本郵便』四個字嗎？」
爸爸說：「不錯，不錯，你很細心。這是姑姑從日本寄來的信。」又說：「你不是很喜歡收集郵票嗎？這張郵票就給你好了。」從此以後，珊珊就開始收集外國郵票了。
過了一段日子，珊珊捧著一本新買的集郵冊去找爸爸。珊珊說：「爸爸，我已經有了日本郵票、韓國郵票、泰國郵票、美國郵票。我想收集世界各國的郵票，每個國家至少有一張。我應該怎麼去做？」
爸爸說：「這真是一個大計畫！這樣吧，你可以畫一張表格，把你知道的國名都寫在上面。你收集到哪一個國家的郵票，就在國名後面打勾。這樣，你就可以知道哪些國家的郵票你已經有了，哪些國家的郵票你還沒收集到。」
珊珊說：「可是，我不知道全世界到底有多少個國家。我想多知道一些國家的名稱。」
爸爸說：「明天是星期日，我們就在家裡一起查資料好了。」
第二天，珊珊跟著爸爸一起在書房裡尋找資料。爸爸查百科全書。珊珊查「世界萬國旗」掛圖，查最新的世界地圖。他們把查到的都記了下來，一共記下了一百多個國名。
查完資料以後，兩個人也累了。珊珊趕緊拿來吸管和兩罐果汁，跟爸爸一起喝。爸爸說：「有了資料，下午你就可以畫表格了。」
正在喝果汁的珊珊，鬆口放開了吸管，抬頭笑著說：「一定是一張很大很大的表格！」",文中提到哪些國家? ,,,,,"日本,韓國,泰國,美國",1049-1,,,
"動物群居的奇幻谷，是一個充滿歡樂的地方。這兒每隔一段時間，就會舉辦有趣的競賽活動，讓住在谷裡的居民，施展才能，大顯身手。他們舉辦過跑得最慢的比賽，冠軍得主是烏龜；嘴巴張得最大的比賽，第一名是鱷魚；叫聲最長的比賽，得到勝利的是灰狼。還有許多的比賽，都讓大家玩得歡喜盡興。
當奇幻谷的竹子，挺直了腰身，擺動嬌綠嫩葉的那一天，動物們又舉辦了一場趣味競賽──躲貓貓。地點就在竹林附近。許多動物都報了名，烏龜、鱷魚、灰狼當然也來了。可愛的小白兔是這一次活動的裁判，眼光銳利的老鷹負責搜尋。裁判的哨音一響起，所有參加的動物，立刻展開藏身行動。再一聲哨音，老鷹開始尋找。
長頸鹿最先被老鷹找到。老鷹一抬眼，就看到他那藏也藏不住的長脖子。烏龜第二個被找到，他以為把頭縮進自己的龜殼裡，別人就看不到他。然後是鱷魚，他躲在水裡，卻露出了一對圓鼓鼓的眼睛，骨碌碌的轉個不停。不久，灰狼也被找出來，他躲在一棵矮木叢後面，本來藏得很好，茂密的樹葉遮住了他，不料尾巴不聽話，老是擺來擺去，當然就被老鷹發現了。
漸漸的，參賽的動物一個一個被找出來，只剩竹節蟲與枯葉蝶，不論老鷹怎麼找，就是找不到！終於，老鷹投降了，高聲的請他們現身。「啊！」大家發出驚嘆。竹節蟲與枯葉蝶就近在眼前，竹節蟲和竹子的細枝簡直一模一樣，而枯葉蝶掛在枯枝上面，活像一片枯葉。他們偽裝的工夫，躲過了老鷹銳利的眼睛，的確是藏身高手，讓大家心服。
小白兔宣布：奇幻谷「躲貓貓」比賽，竹節蟲與枯葉蝶勝利！",文中提到哪些動物?,,,,,"烏龜,鱷魚,灰狼,小白兔,老鷹,竹節蟲,枯葉蝶",1050-1,,,
"二千五百年前，中國出現了一位偉大的教育家──孔子。他一生教了三千多個學生，有七十二位是特別傑出的。孔子的學說，對中國文化有很大的影響；孔子的教學，更是教育成功的模範。
子貢是孔子的學生裡最有錢的人，因為他頭腦靈活，會做生意。有一次，子貢問孔子：「富有的人如果能不驕傲，貧窮的人也能不巴結人，您覺得怎麼樣呢？」孔子一聽，就知道子貢在自誇了，於是說：「這種人當然很好，但如果窮了還能自得其樂，富有了還能重禮守法，這種人就更可貴了。」孔子的回答，在批評裡包含了對子貢的期望。子貢原本口才好，說起話來滔滔不絕，這時也心悅誠服的接受了孔子的教導。
子路是孔子的學生裡最熱情的一位，他願意把自己漂亮的衣服、華麗的車馬和朋友分享，一點兒也不小氣。但子路的性情有些急躁，有一回，孔子和學生談到每個人未來的發展，別人還沒說話，子路就迫不及待的發表了一番意見。孔子聽了微微一笑，並不說些什麼。別的學生問孔子笑什麼，孔子說：「由說他可以治理大國，治國要講禮，他性子這麼急，連說話都不知禮讓，還談什麼治國啊！」子路聽到了，心服口服，因為老師一眼看穿了他的大毛病。
子貢、子路都是孔子的好學生，但孔子最喜歡的學生還是顏回。顏回家裡窮，住在破屋子裡，過著粗茶淡飯的日子，但仍快快樂樂的用功讀書。他從來不亂發脾氣，同樣的過錯，不犯第二次，沒有人比得上。他讀書做人的態度很得到孔子的讚賞。
孔子有這麼多不同的學生，他不但對他們一視同仁，也留心學生不同的個性，給他們不同的指導，這就是「因材施教」，所以孔子是中國最偉大的老師。",文中提到哪些人名?,,,,,"孔子,子貢,子路,顏回",1051-1,,,
"一百二十多年前，加拿大青年馬偕懷抱著宗教家的熱情，來到了臺灣北部的淡水。淡水河兩岸，春天的平原碧草遍地，百花齊放，一些小小的農家，隱隱約約的藏在樹叢裡。近處的觀音山秀麗挺拔，遠方的大屯山峻偉高大。眼前的美景，深深的吸引了馬偕，他決定在這裡留下來。
一到淡水，馬偕就急著要學閩南話。他沒有老師，也沒有課本，只好去田間四處走走，希望農人能教他。可是農人總是奇怪的看著他，避開這個長著大鬍子的外國人。一天，他在山坡上遇到了幾個放牛的孩子，馬偕試著和他們打招呼，這些孩子起出非常吃驚，但是很快的就和馬偕交上了朋友。從此，馬偕白天去山坡上和放牛的孩子學閩南話，晚上在屋裡大聲練習。五個月以後，他已經能用閩南話傳教了，當地人看到這個洋人捲著舌頭說閩南話，都忍不住哈哈大笑。馬偕就這樣慢慢的和他們打成一片，並且得到了許多人的尊敬。幾年後，他取了一位臺灣姑娘，在臺灣有了溫暖的家。
馬偕是臺灣北部的第一位外國傳教士，為了傳教，他走過了臺灣北部各地，並且遠到宜蘭、花蓮，深入原住民部落。當時的臺灣，醫藥不發達，牙醫也很少，滿懷愛心的馬偕一方面四處傳教，一方面幫人家治病、拔牙。他拜託其他的外國醫生加入他的治病工作，又請外國朋友捐錢來蓋醫院，在他的努力下，終於建立了淡水「偕醫館」，就是後來的馬偕醫院。
馬偕在淡水生活了三十年，直到生命的終點。他給這兒的人們留下了愛的禮物，他的一生像一根蠟燭，燃燒自己，給我們帶來了溫暖和光明。",文中提到哪些縣市?,,,,,"宜蘭,花蓮",1052-1,,,
"是什麼點燃了科學家研究發明的熱情呢？可能是因為他們的好奇心，想探究天文地理的奧妙；也可能是因為對人類的同情與關懷，希望人們能生活得更好。我國古代有許多了不起的科學家，他們的科學成就，就是源於他們的同情心。
例如東漢的張衡，他是位文學家，對科學也很感興趣。當時，經常發生地震，地震一來，地動山搖，江河亂流，讓許多人失去了寶貴的生命。張衡心想：「如果能記下地震發生的時間、地點，也許就有辦法預測地震了。」經過很久的實驗，他發明了「候風地動儀」，能精確的記下幾千里外的地震，這是世界上第一架研究地震的儀器。
再如東漢的華佗，是位醫術出神入化的名醫。他見到有些病吃藥不管用，人們被病痛折磨，心裡非常不忍，想要把病人的肚子打開來，徹底醫治。可是，要把病人的肚子剖開，那有多痛啊！於是，華佗開始研究能讓人不痛的藥，終於研配成了「麻沸散」。他用「麻沸散」把病人麻醉後，再施行精密的外科手術，就這樣，治好了許多人的病痛。
這些人所以能有傑出的科學成就，不但因為他們聰明努力，也因為他們能同情別人，關懷別人。其實同情心人人都有，我們同情孤苦的老人，同情啼哭的幼兒；但我們多半只是默默的付出同情，很少主動去探討解決痛苦的方法。張衡和華佗就不同，當他們見到別人受苦，就盡心盡力的去研究發明，終於有了科學上的突破。
所以說，同情心是張衡和華佗努力的原動力，他們不但促成了中國科學的發展，而其造福人類的精神，更是值得我們稱讚和學習。",文中提到哪些人名?,,,,,"張衡,華佗",1053-1,,,
"○月○日　星期○　天氣陰
今天一大早，全家人到故宮博物院去參觀。故宮博物院在臺北近郊的外雙溪，四面環山，林木蒼翠，是一座中國宮殿式的建築，裡面收藏了我國七千年的文化藝術寶物。爸爸說：「要看的東西太多了，我們先看青銅器和玉器，其他的留著下次再來參觀，這樣就可以仔細欣賞，不會走馬看花了。」
青銅器在一樓展出，負責講解的人告訴我們，這些精美的「鐘」和「鼎」，都是商代、周代時期造的。上面的文字，大多數是記載當時的一件大事，叮嚀子孫要永世珍藏。從這些文字，我們可以知道幾千年前的歷史。我忍不住跟弟弟說：「真了不起！」
最吸引人的是玉器，有些是古代皇帝用來賞玩的小擺設，像玉佛、玉如意、玉獅子、玉鼻煙壺等，件件都光滑細潤、生洞奇妙，讓人讚不絕口。尤其是那棵舉世聞名的「翠玉白菜」，潔白的菜梗，翠綠的菜葉，菜葉上還趴著兩隻精巧的紡織娘，雕得跟真的一樣，看得我目瞪口呆。而弟弟則盯著那塊油光光的「肉形石」左看右看，嘴裡還一直說：「哇！太像了，太像了！真想吃一口。」把旁邊的人都逗笑了。
回家的路上，爸爸告訴我們，中國人最愛玉，不但用來賞玩，古代皇帝還用玉器祭拜天地，祈求福佑。而這些精美的玉器，都是玉匠用心血一刀一刀雕琢出來的。聽了爸爸的話，我心中有說不出的感動，可是弟弟念念不忘的，卻還是他那塊「肉形石」呢！",文中提到哪些朝代?,,,,,"商代,周代",1054-1,,,
,文中提到哪些玉器?,,,,,"玉佛,玉如意,玉獅子,玉鼻煙壺,翠玉白菜",1054-2,,,
"圖書館裡的書，五花八門，包羅萬象。翻開它們，就好像走進了知識的寶庫，展開一趟又一趟新奇的尋寶之旅。
打開世界名人傳記，古今中外傑出人物的故事，便出現在我們眼前。像明代偉大的醫學家李時珍，從小立志要給天下的窮人治病。為了寫本草綱目這本藥書，整整花了二十七年時間，親身到各地採藥，親口去嘗試藥材，他行走了上萬里路，請教了千百個人。大發明家愛迪生為了找出電燈泡裡合用的燈絲，曾經實驗過好幾百種材料。他常說：「成功是一分天才加上九十九分努力。」它們勤奮的精神，是不是很值得學習呢？
打開自然科學的書，我們會被各種奇妙有趣的知識所吸引。像蛇、青蛙等動物，在嚴寒的冬天裡，不容易找到食物，為了保存體力，牠們會睡上一個冬季，等到春天來臨，大地回暖的時候才醒過來。像含羞草這種植物，他翠綠的羽狀葉子，一叢叢的長在地上，看起來毫不起眼，但是只要有人用手輕輕的碰一下它的葉片，立刻就像害羞的少女一樣，把葉子合了起來。這些動植物的特性，是不是令你大開眼界呢？
打開兒童故事書，我們來到充滿趣味的故事王國。當孫悟空拔下身上的毛，用嘴一吹，會發生什麼變化呢？當武松在景陽崗遇上了老虎，他會有怎樣的結果呢？當魯賓遜漂流到荒島上，他一個人要怎麼生活呢？隨著書中情節的變化，我們的心情也跟著起伏不定。
古人說：「開卷有益」，就是鼓勵大家要多看書。你想知道海底探險的滋味嗎？你想認識非洲的動物嗎？只要走一趟圖書館，找出相關的書來讀，你的尋寶之旅，一定會滿載而歸的。",文中提到哪些人名?,,,,,"李時珍,武松,魯賓遜",1055-1,,,
,文中提到哪些動物?,,,,,"蛇,青蛙,老虎",1055-2,,,
"動物小學在公園裡舉行戶外教學，小動物們看到一個像玻璃櫃子一樣的機器，裡面擺著一個個鋁罐頭，和一盒盒鋁箔包，邊上有個狹長的小孔，還有幾個按鈕。大家好奇的圍觀著，指指點點，七嘴八舌。頑皮的小猴子，試著用手按一下按鈕，等了一會兒，機器沒有什麼回應。
可愛的小白兔忍不住問：「這究竟是什麼東西？擺那麼多罐頭和鋁箔包做什麼？」
這時候，一位高班的同學走過來說：「這是自動販賣機，賣的都是飲料。」一面說著，一面拿出兩個硬幣往那狹長的小孔投進去，再按一下按鈕，立刻就有一個罐頭，咚咚咚的滾了出來。
「哦！原來是這樣啊！」大家明白了。
小袋鼠最好奇，也想試試看，就從袋子裡拿出一個硬幣來，學著把硬幣投進小孔，隨意按下一個按鈕，果然，咚咚咚的滾出一盒鋁箔包來。小袋鼠拿起來一看，原來是綠茶。
胖小熊高興的拍手說：「這下可好了，以後出來玩，就不要帶水壺，只要帶些銅板來買飲料就好了。」
山羊老師聽見了，走過來和藹的說：「自動販賣機固然方便，不過還是自己帶水壺的好。喝開水既衛生，又有益健康；糖分高的飲料，喝了會發胖，對身體不好。」",文中提到哪些動物?,,,,,"兔,袋鼠,山羊,熊",1056-1,,,
"西遊記是我國著名的小說，寫唐三藏取經的故事。書中的孫悟空，是唐三藏的徒弟。他既聰明，又能幹，變化多端，能變成各種東西，是一個很討人喜歡的角色。
有一次，他們經過火焰山，當時已經是秋天，但附近仍然像炎夏一樣，酷熱無比。孫悟空打聽了之後，才知道這地方，四季都熱，因此，附近的人家收成不好，生活非常痛苦。他又聽說，這在芭蕉洞的鐵扇公主，有一把芭蕉扇，能夠搧熄火焰山的烈火。於是他就到芭蕉洞去，向鐵扇公主借扇子。公主不但不答應，反而把他搧到很遠的地方。
孫悟空並不死心，為了得到扇子，就變成一個小蟲子，飛進鐵扇公主喝的茶沫裡。等到公主喝了茶之後，孫悟空在她肚子裡又叫又跳，鬧得她面黃唇白，在地上打滾，疼痛不堪，只好哀求孫悟空饒命，答應把芭蕉扇借給他。
孫悟空拿了芭蕉扇，到了火焰山前面，用力一搧。那山上的烈火，不但不熄滅，反而烘烘騰起，越搧越大。這時候，他才知道這把扇子是假的，原來被鐵扇公主騙了。
孫悟空於是又變成了鐵扇公主的丈夫牛魔王的樣子，到芭蕉洞裡，和公主喝酒談天。等公主喝到半醉的時候，他說：「夫人，那把真扇子要仔細收藏起來，孫悟空變化多端，可不要讓他騙去。」公主從口中吐出一個杏葉兒大小的扇子，遞給孫悟空說：「這不就是寶貝嗎？」孫悟空一拿到真扇子，馬上恢復原形跑了。鐵扇公主知道受騙，不由得又羞又怒。
牛魔王回來，知道了這件事。非常生氣，馬上變成了孫悟空師弟豬八戒的樣子。又從孫悟空手中，把芭蕉扇騙了回去。
最後，孫悟空把豬八戒找來，合力打敗了牛魔王，才從鐵扇公主手中，拿到真的芭蕉扇。孫悟空就用它搧熄了火焰山的烈火，使原來有火的地方下雨，無火的地方天晴，附近的人家又可以過愉快的日子。當他們離開火焰山的時候。那裡的人沒有不感激他們的。",文中提到哪些唐三藏的徒弟?,,,,,"孫悟空,豬八戒",1057-1,,,
"一百多年前，英國有一個女孩，名叫南丁格爾。她的家庭很好，也讀了許多書。她十七歲的那年，和家人到歐洲、非洲等地方去旅行，看到許多貧苦患病的人，心裏很難過，就立志要做護士，為病人服務，可是她的母親不允許。後來她的母親因事到德國去，她才跟朋友一起去學習護理。
不久，歐洲發生了戰爭。俄國出兵打土耳其，英國派兵幫助土耳其。戰事非常激烈，遍地都是死傷的士兵，沒人照料，十分可連。南丁格爾知道了，就向英王請求到戰場去，為受傷的戰士服務。
英王很讚賞她的慈愛精神，答應了她的要求。她就率領三十八個護士，組織一個服務隊，到前線去為受傷的戰士服務。她到了前方，看見鄉村裏的屋簷下和道路旁，躺著許多受傷的戰士，痛苦呻吟，實在悲慘。南丁格爾就為他們架起帳棚，把他們安置在帳棚裏，替他們包紮治療。每天從早晨忙到深夜，一刻也不休息。
她除了為戰士們治療創傷以外，還為他們洗衣、燒飯、寫信、講故事，來減輕他們的煩惱，增加他們的快樂。她穿著白衣，時常在深夜冒著風雪，到病房去巡視，所以大家都非常尊敬她，稱她為「白衣天使」。
她這樣為受傷的戰士辛苦工作，感動了全體官兵，提高的士氣，不久，就把俄國打敗了。",文中提到哪些國家? ,,,,,"英國,土耳其,德國,俄國",1058-1,,,
,文中提到哪些歐洲? ,,,,,"歐洲,非洲",1058-2,,,
"宋朝大文學家蘇東坡在杭州做太守的時候，有一個人跑到衙門來告狀。說有一個姓朱的，欠他很多錢不還，請求太守幫他討帳。
蘇東坡叫衙役把欠債的人傳來，問他為什麼不還債。
欠債的人說，他原來是個賣扇子的，不幸今年春天父親去世，把借來的錢都花光了。又因為今年夏季時常下雨，天氣涼爽，扇子賣不出去，所以一時沒有錢還債。
蘇東坡聽了，很同情他。想了想，就說：「你回去把扇子拿來，我替你想個辦法。」
那個人馬上跑回家去，拿了許多扇子來。
蘇東坡就在扇面上寫些詩詞，畫些蘭竹。然後叫他拿到市上去賣，用賣扇子的錢還債。
那個人拿了扇子去賣。大家聽說扇子上面有蘇東坡的字畫，都爭著來買。一會兒就把那些扇子賣光了。他拿賣扇子的錢還清了債，心裏對這位仁慈的太守，真是萬分感激。",文中提到哪些季節?,,,,,"春,夏",1059-1,,,
"鄭成功是收復臺灣的民族英雄。他是福建省南安縣人。明朝末年，滿清軍隊攻破南京，鄭成功不肯投降，就帶著官兵，攻占廈門做根據地。
鄭成功在廈門操練海軍，然後帶領大軍進攻南京，但是沒有攻下，只好退回廈門。他為了再找一個更好的基地，就決定帶領大軍到臺灣來。
當時占據臺灣的荷蘭軍隊，常常欺壓臺灣同胞，所以同胞們聽到鄭成功要來的消息，都非常高興，立刻起來接應。他們引導鄭成功的軍隊，在臺南的鹿耳門登陸，合力把荷蘭軍隊趕走了。
鄭成功到了臺灣以後，就開闢農田，創辦學校。他改善了人民的生活，也提高了人民的知識水準。
鄭成功收復臺灣的偉大功業，不向滿清屈服的堅強精神，是我們永遠忘不了的。",文中提到哪些國家或朝代? ,,,,,"明朝,滿清,荷蘭",1060-1,,,
